Torek, 29. 3. 2011, ob 15.00 uri Državni svet RS, Šubičeva 4, soba 209/II, Ljubljana 44. SEJA KOMISIJE DS ZA GOSPODARSTVO, OBRT, TURIZEM IN FINANCE Predsednik računskega sodišča dr. Igor Šoltes se bo udeležil seje Komisije, na kateri bodo člani obravnavali Letno poročilo Računskega sodišča RS za leto ...	Torek, 29.3.2011, 15.00 Narodni svet Republike Slovenije, Šubieva 4, soba 209 / II, Ljubljana 44. seja ZVEZE ZA VLADO, OBTRY, TURIZEM IN FINANCE Predsednik Računskega sodišča, dr. Igor Šoltes, se bo udeležil seje komisije, na kateri bodo člani razpravljali o letnem poročilu Računskega sodišča za tekoče leto
Računsko sodišče RS in Mestna občina Celje prirejata regijski posvet z župani občin, direktorji občinskih uprav, oziroma pristojnimi za področje financ v občinah celjske regije. Posvet je namenjen izmenjavi mnenj, stališč in vprašanj, povezanih z razpolaganjem z javnimi financami v občinah. Posvet bo ...	Računsko sodišče Republike Slovenije in Mestna občina Celje organizirata regionalni posvet z župani občin, direktorji občinskih uprav in tistimi, ki so na območju občin celjske regije pristojni za finance.
Računsko sodišče je o pravilnosti poslovanja v letu 2009 zavodu izreklo mnenje s pridržkom , ker je ugotovilo, da zavod ni posloval v skladu s predpisi o javnem naročanju pri oddaji javnih naročil za letalske prevoze in nastanitvene aranžmaje ter za nadgradnjo procesorja in diskovnih enot v skupnem znesku 1.328.602 evrov.	Računsko sodišče je izreklo mnenje s pridržkom o pravilnosti poslovanja v letu 2009, saj je ugotovilo, da inštitut pri oddaji javnih naročil za ureditve zračnega prevoza in namestitve ter za posodobitev procesorskih in diskovnih enot v skupnem znesku 1.328.602 EUR ni deloval v skladu s predpisi o javnih naročilih.
Računsko sodišče je zavodu priporočilo, naj skupaj z ostalimi partnerji pristopi k aktivnostim za določitev standardne cene vsaj najpogostejših in najdražjih bolnišničnih obravnav ter drugih pomembnejših zdravstvenih storitev, kar bo dalo realnejša izhodišča za določitev višine uteži in cen posameznih skupin primerljivih primerov in stroškovnih cen drugih zdravstvenih storitev, in naj skupaj z Ministrstvom za zdravje prouči možnosti za spremembo obstoječe pravne ureditve glede pooblastil zavoda za pridobivanje podatkov, potrebnih za vzpostavitev take podatkovne baze o posameznih bolnišničnih obravnavah, ki bo omogočila izvajanje nadzora nad evidentiranjem in obračunavanjem skupin primerljivih primerov v večjem obsegu.	Računsko sodišče je inštitutu priporočilo, naj skupaj z drugimi partnerji sprejme ukrepe za določitev standardne cene vsaj najobičajnejših in najdražjih bolnišničnih storitev in drugih pomembnejših zdravstvenih storitev, kar bo zagotovilo realnejše izhodišče za določanje višine uteži in cen posameznih skupin primerljivih primerov ter stroškovnih cen drugih zdravstvenih storitev, ter naj skupaj z Ministrstvom za zdravje preuči možnosti za spremembo obstoječe zakonske ureditve glede pooblastil Inštituta za pridobitev podatkov, potrebnih za vzpostavitev takšne baze podatkov o posameznih bolnišničnih obravnavah, ki bo omogočila izvajanje nadzora nad evidentiranjem.
Storitev Si.mail je v preizkusnem obdobju (beta različica), zato vas v primeru morebitnih napak, prosimo da jih sporočite v naš klicni center na brezplačno številko 080 40 40 40 .	Storitev Si.mail je v poskusnem obdobju (beta verzija), zato vas prosimo, da v primeru morebitnih napak, le-te pošljete na naš klicni center na brezplačno telefonsko številko 080 40 40 40.
Nokia E7 s prednaloženo storitvijo Microsoft Exchange ActiveSync zagotavlja neposreden, takojšen in varen dostop do korporativnih spletnih poštnih nabiralnikov in drugih osebnih aplikacij. Nokia E7 se lahko pohvali z 10,2-centimetrskim zaslonom na dotik z Nokia ClearBlack tehnologijo za izboljšano vidljivost v zunanjih okoljih in polno tipkovnico. Poslovnim uporabnikom tako ponuja popolno obliko in velikost za delo na dokumentih in preglednicah ter branje in urejanje fotografij. Za brezskrbno poslovanje je na voljo tudi kombinacija varnostnih rešitev na poslovni ravni.	Nokia E7 je prednaložena s tehnologijo Microsoft Exchange ActiveSync in omogoča neposreden, takojšen in varen dostop do poslovnih nabiralnikov in drugih osebnih aplikacij. Nokia E7 se ponaša z 10,2 cm zaslonom na dotik s tehnologijo Nokia ClearBlack, ki omogoča boljšo vidljivost v zunanjih okoljih, in popolno tipkovnico. Poslovnim uporabnikom ponuja popolno obliko in velikost za delo z dokumenti, preglednicami ter za branje in urejanje fotografij.
Sedemnajstega marca sta se v Kraljevcu ob Sotli sestala generalni direktor Slovenskih železnic Goran Brankovič in predsednik uprave Hrvaških železnic Zlatko Rogožar s sodelavci. Tema sestanka je bila ponovna uvedba železniškega prometa med obema državama na progi Imeno-Kumrovec-Savski Marof. Sestanka so se udeležili tudi župani obmejnih občin z obeh strani meje ter podpredsednik hrvaškega sabora Ivan Jarnjak .	V kraju Kraljevec ob Sotli sta se 17. marca sestala generalni direktor Slovenskih železnic Goran Brankovič in predsednik Upravnega odbora Hrvaških železnic Zlatko Rogožar. Tema srečanja je bila ponovna uvedba železniškega prometa med državama na relaciji Nomen-Kumrovec-Savski Marof. Srečanja so se udeležili tudi župani obmejnih občin z obeh strani meje in Ivan Jarnjak,
Potem ko je bila v četrtek, 24. februarja, z brežine nad Ljubljanico dvignjena še lokomotiva, se je v sredo, 2. marca, končalo čiščenje ostankov starega železa in delov lokomotive z brežine nad reko. Za dostop do nabrežja so uredili cesto, ekološka sanacija pa se je začela v petek, 4. marca. Potekala je ves konec tedna in je bila danes končana.	Potem ko so v četrtek, 24. februarja, v sredo, 2. marca z brega nad reko Ljubljanico dvignili lokomotivo, je bilo končano čiščenje ostankov starega železa in delov lokomotive z brega nad reko. Urejena je bila cesta za dostop do nasipa, v petek, 4. marca, pa se je začela ekološka sanacija, ki je potekala ves konec tedna in je bila zaključena danes.
V petek, 4. marca, so gasilci Gasilske brigade Ljubljana še preverili madež, ki se je pojavil na obrežju Save. Ugotovili so, da gre za odmrle alge, in ne za naftni madež.	Gasilci Gasilske brigade Ljubljana so v petek, 4. marca, preverili madež, ki se je pojavil na obrežju Save, in ugotovili, da gre za mrtve alge in ne za oljni madež.
Luko Koper in Slovenske železnice povezujejo skupni trgi in stranke ter skupni poslovni izzivi. V prometu z Luko Koper Slovenske železnice opravijo 55 odstotkov prevozov oziroma prepeljejo dve tretjini vsega tovora, ki izvira iz koprskega pristanišča ali je namenjen vanj.	Luka Koper in Slovenske železnice so povezane s skupnimi trgi in kupci ter skupnimi poslovnimi izzivi. V prometu s koprskim pristaniščem Slovenske železnice opravijo 55% prevoza, prepeljejo pa dve tretjini vsega tovora, ki prihaja iz pristanišča ali je namenjen v pristanišče.
