	inputs	outputs	ParaScore	ROUGE	ROUGEp	BERTScore
0	Torek, 29. 3. 2011, ob 15.00 uri Državni svet RS, Šubičeva 4, soba 209/II, Ljubljana 44. SEJA KOMISIJE DS ZA GOSPODARSTVO, OBRT, TURIZEM IN FINANCE Predsednik računskega sodišča dr. Igor Šoltes se bo udeležil seje Komisije, na kateri bodo člani obravnavali Letno poročilo Računskega sodišča RS za leto ...	Torek, 29. marca 2011, ob 15.00 uri Državni svet Republike Slovenije, Šubičeva 4, soba 209 / II, Ljubljana 44. SEJA KOMISIJE DS ZA GOSPODARSTVO, OBRT, TURIZEM IN FINANCE Predsednik računskega sodišča dr. Igor Šoltes se bo udeležil seje Komisije, na kateri bodo člani obravnavali letno poročilo Računskega sodišča Republike Slovenije za leto...	0.7209715840469942	0.9322033898305084	0.5300092000780342	0.9791973
1	Računsko sodišče RS in Mestna občina Celje prirejata regijski posvet z župani občin, direktorji občinskih uprav, oziroma pristojnimi za področje financ v občinah celjske regije. Posvet je namenjen izmenjavi mnenj, stališč in vprašanj, povezanih z razpolaganjem z javnimi financami v občinah. Posvet bo ...	Računsko sodišče Republike Slovenije in Mestna občina Celje organizirata regijski posvet z župani občin, direktorji občinskih uprav, ali pristojnimi za finance v občinah celjske regije. Posvet je namenjen izmenjavi mnenj, stališč in vprašanj, povezanih z upravljanjem javnih financ v občinah.	0.8495546562051886	0.8	0.8199999998998048	0.9195781
2	Računsko sodišče je o pravilnosti poslovanja v letu 2009 zavodu izreklo mnenje s pridržkom , ker je ugotovilo, da zavod ni posloval v skladu s predpisi o javnem naročanju pri oddaji javnih naročil za letalske prevoze in nastanitvene aranžmaje ter za nadgradnjo procesorja in diskovnih enot v skupnem znesku 1.328.602 evrov.	Računsko sodišče je v letu 2009 izdalo mnenje s pridržkom, ker je ugotovilo, da zavod ni ravnal v skladu s predpisi o javnem naročanju pri oddaji javnih naročil za letalske prevoze in nastanitvene aranžmaje ter za nadgradnjo procesorja in diskovnih enot v skupnem znesku 1.328.602 EUR.	0.7034502777047307	0.9107142857142858	0.710547074280713	0.92282224
3	Računsko sodišče je zavodu priporočilo, naj skupaj z ostalimi partnerji pristopi k aktivnostim za določitev standardne cene vsaj najpogostejših in najdražjih bolnišničnih obravnav ter drugih pomembnejših zdravstvenih storitev, kar bo dalo realnejša izhodišča za določitev višine uteži in cen posameznih skupin primerljivih primerov in stroškovnih cen drugih zdravstvenih storitev, in naj skupaj z Ministrstvom za zdravje prouči možnosti za spremembo obstoječe pravne ureditve glede pooblastil zavoda za pridobivanje podatkov, potrebnih za vzpostavitev take podatkovne baze o posameznih bolnišničnih obravnavah, ki bo omogočila izvajanje nadzora nad evidentiranjem in obračunavanjem skupin primerljivih primerov v večjem obsegu.	Računsko sodišče je priporočilo, da se skupaj z drugimi partnerji v okviru svojih dejavnosti osredotoči na določitev standardne cene vsaj najpogostejših in najdražjih bolnišničnih obravnav ter drugih pomembnih zdravstvenih storitev, kar bo dalo realnejša izhodišča za določitev uteži in cen posameznih skupin primerljivih primerov ter stroškovnih cen drugih zdravstvenih storitev, in da skupaj z Ministrstvom za zdravje preuči možnosti za spremembo obstoječe pravne ureditve glede pooblastil zavoda za pridobitev podatkov, potrebnih za vzpostavitev takšne podatkovne baze o posameznih bolnišničnih obravnavah, ki bo omogočila izvajanje nadzora nad evidentiranjem in obračunavanjem skupin primerljivih primerov v večjem obsegu.	0.6199774858313943	0.8595744680851065	0.8362924072401279	0.9422412
4	Storitev Si.mail je v preizkusnem obdobju (beta različica), zato vas v primeru morebitnih napak, prosimo da jih sporočite v naš klicni center na brezplačno številko 080 40 40 40 .	Si.mail storitev je v preizkusnem obdobju (beta različica), zato vas prosimo, da jih sporočite v naš klicni center na brezplačno številko 080 40 40 40.	0.8819857766793808	0.9032258064516129	0.767093210104026	0.8971494
5	Nokia E7 s prednaloženo storitvijo Microsoft Exchange ActiveSync zagotavlja neposreden, takojšen in varen dostop do korporativnih spletnih poštnih nabiralnikov in drugih osebnih aplikacij. Nokia E7 se lahko pohvali z 10,2-centimetrskim zaslonom na dotik z Nokia ClearBlack tehnologijo za izboljšano vidljivost v zunanjih okoljih in polno tipkovnico. Poslovnim uporabnikom tako ponuja popolno obliko in velikost za delo na dokumentih in preglednicah ter branje in urejanje fotografij. Za brezskrbno poslovanje je na voljo tudi kombinacija varnostnih rešitev na poslovni ravni.	Nokia E7 s svojo pred-nameščeno storitvijo Microsoft Exchange ActiveSync zagotavlja neposreden, takojšen in varen dostop do korporativnih spletnih poštnih nabiralnikov in drugih osebnih aplikacij. Nokia E7 se lahko pohvali z 10,2-centimetrskim zaslonom na dotik z Nokia ClearBlack tehnologijo za izboljšano vidljivost v zunanjih okoljih in polno tipkovnico. Poslovnim uporabnikom ponuja popolno obliko in velikost za delo na dokumentih in preglednicah ter branje in urejanje fotografij. Za brezskrbno poslovanje je na voljo tudi kombinacija varnostnih rešitev na poslovni ravni.	0.5363759079665402	0.9707602339181286	0.30675531817582596	0.98298985
6	Sedemnajstega marca sta se v Kraljevcu ob Sotli sestala generalni direktor Slovenskih železnic Goran Brankovič in predsednik uprave Hrvaških železnic Zlatko Rogožar s sodelavci. Tema sestanka je bila ponovna uvedba železniškega prometa med obema državama na progi Imeno-Kumrovec-Savski Marof. Sestanka so se udeležili tudi župani obmejnih občin z obeh strani meje ter podpredsednik hrvaškega sabora Ivan Jarnjak .	V Kraljevcu ob Sotli sta se 7. marca sestala generalni direktor Slovenskih železnic Goran Brankovič in predsednik uprave Hrvaških železnic Zlatko Rogožar s svojimi sodelavci. Tema sestanka je bila ponovna uvedba železniškega prometa med obema državama na progi Imeno-Kumrovec-Savski Marof.	1.059597897529602	0.7321428571428572	0.785714005386285	0.8845979
7	Potem ko je bila v četrtek, 24. februarja, z brežine nad Ljubljanico dvignjena še lokomotiva, se je v sredo, 2. marca, končalo čiščenje ostankov starega železa in delov lokomotive z brežine nad reko. Za dostop do nabrežja so uredili cesto, ekološka sanacija pa se je začela v petek, 4. marca. Potekala je ves konec tedna in je bila danes končana.	V sredo, 2. marca, se je čiščenje ostankov starega železa in delov lokomotive z brežine nad reko Ljubljanico končalo. Za dostop do brega so uredili cesto, ekološka sanacija pa se je začela v petek, 4. marca.	1.0175039649009705	0.6422018348623854	0.7339214176176767	0.84250396
8	V petek, 4. marca, so gasilci Gasilske brigade Ljubljana še preverili madež, ki se je pojavil na obrežju Save. Ugotovili so, da gre za odmrle alge, in ne za naftni madež.	V petek, 4. marca, so gasilci Gasilske brigade Ljubljana preverili madež, ki se je pojavil na obrežju Save, ugotovili pa so, da gre za odmrle alge in ne za naftni madež.	0.5629494698107744	0.96875	0.3267233461611031	0.9608486
9	Luko Koper in Slovenske železnice povezujejo skupni trgi in stranke ter skupni poslovni izzivi. V prometu z Luko Koper Slovenske železnice opravijo 55 odstotkov prevozov oziroma prepeljejo dve tretjini vsega tovora, ki izvira iz koprskega pristanišča ali je namenjen vanj.	Luka Koper in Slovenske železnice povezujejo skupne trge in stranke ter skupne poslovne izzive, Slovenske železnice pa v prometu z Luko Koper opravijo 55 odstotkov prevoza oziroma dve tretjini vsega tovora, ki prihaja iz koprskega pristanišča ali pa je namenjen za to.	0.8814858889379422	0.6904761904761904	0.7380922079301012	0.878072
